TURN,UTTERANCE,DA,EMOTION
Ses05F_script02_1_F014,"What are you so excited about?  I mean it's not--it's not rocket science we are talking about, its fish.  Its fish nobody even eats.",o,fru
Ses05F_script02_1_M022,Yeah they do.,dag,xxx
Ses05F_script02_1_FXX0,Augie.,b,-
Ses05F_script02_1_M023,"Okay, but they are fish that do something that no other fish do.  Like the swallows returning to Capistrano, or the lemmings jumping off a cliff you know like that.",s,exc
Ses05F_script02_1_M024,There's There's mystery here and magic.  A little bit of the unexplainable.  I can't understand how you could not be interested.,o,exc
Ses05F_script02_1_F015,I am just not.,s,neu
Ses05F_script02_1_M025,For real?,q,sur
Ses05F_script02_1_F016,Yes.,ans,neu
Ses05F_script02_1_M026,"I don't get it, the first time we came out here, you said it was the best night of your life and last year I remember distinctly you were so excited that you stuff your toe pushing me out of the door and you didn't notice it until you got into the car.",s,xxx
Ses05F_script02_1_F017,"Last year you also remember, our shoes got wet and I got sand in my panties and we got into a big fight.  You had a sore throat and we did not see the grunions.",s,fru
Ses05F_script02_1_M027,We weren't in a good spot.,o,fru
Ses05F_script02_1_F018,We didn't see them the first time either.,s,fru
Ses05F_script02_1_M028,We just weren't in a good spot.  This is a much better spot.  I got a great instinct for these things.,o,xxx
Ses05F_script02_1_M029,"Look there, what's that?  Is it?  Is that a--Ah, it's a seaweed isn't it?",q,exc
Ses05F_script02_1_M030,"Oh, this is great.  I wouldn't miss this for the world.  I mean think about this. I know you are not interested but think about this for a second.",c,exc
Ses05F_script02_1_M031,"Somewhere out there, is a giant mass of silver fish all swimming in this direction.  They don't know why and we don't know why. They didn't get an invitation.  And it wasn't a vote- it wasn't a decision.  And nobody sent them a map or anything like that.",s,exc
Ses05F_script02_1_M032,It's just some little instinctual time-release firecracker that went off inside them and all this one they turn around and form a line as long as the California coast and just started swimming.,s,exc
Ses05F_script02_1_M033,"They are swimming right now as if it's the only thing that matters.  It's- It's single mindedness with no mind, urgency that's pure urge. It's- They don't know what drives them.  They- They don't give any name or ask any question. They just turn as one and started to swim to the very point we are standing right now for a massive celebration of sex and death.  God, it's giving me goose bumps all over my hairs on my arm. popping up.",s,exc
Ses05F_script02_1_F019,That's the wind.,s,xxx
Ses05F_script02_1_M034,"Well, So what do you think?",q,exc
Ses05F_script02_2_M000,"Well, so?  What do you think?",q,exc
Ses05F_script02_2_F000,About what?,q,xxx
Ses05F_script02_2_M001,What I was just saying.,ans,fru
Ses05F_script02_2_F001,It's ridiculous.,o,xxx
Ses05F_script02_2_M002,It certainly is not. It's slightly exaggerated scientific fact.,dag,neu
Ses05F_script02_2_F002,"It's PR, somebody sold you a bill of goods that this wonderful event is going to occur on the beach.",o,xxx
Ses05F_script02_2_M003,"I am not the only one, look at all these people.",dag,neu
Ses05F_script02_2_F003,"Yeah, they are all told the same thing.  They are all told that you know.  Gets them excited and they can't wait and that if they just get in on the right spot, than you than maybe life will start",o,xxx
Ses05F_script02_2_M004,Are we talking about the same thing?,q,xxx
Ses05F_script02_2_F004,I am sorry.  It's just fish to me.,ans,fru
Ses05F_script02_2_M005,"Carla, can I ask you a question?  Now don't be upset, are you having a period?",q,neu
Ses05F_script02_2_F005,"God damn it, Augie.  Why do you always ask things like that?  It's so insulting.",ans,ang
Ses05F_script02_2_M006,What's bugging you?,q,fru
Ses05F_script02_2_F006,I just had a different idea of what this evening is going to look like.,ans,fru
Ses05F_script02_2_M007,"There's nothing to it.  We come down here.  The grunion arrives and they do their little fish thing.  And we say, Oh, wow.  Look at the little fish.  They go home, we go home.",s,fru
Ses05F_script02_2_F007,"For heaven's sake Augie, grow up we are not going to see the grunions.",o,fru
Ses05F_script02_2_M008,Why not?,q,fru
Ses05F_script02_2_F008,We never do.  Have we ever?  We never have.,q,fru
Ses05F_script02_2_M009,"We miss them twice, it's not ever.",ans,fru
Ses05F_script02_2_F009,"Twice is every time we tried, that's ever.",s,fru
Ses05F_script02_2_M010,Well We will see them this year.,o,neu
Ses05F_script02_2_F010,"No, we won't.  Augie it's like waiting for Santa Claus to come.  I feel like I am going to spend my entire life standing on the beach with my eyes wide open and my hands clasp expectantly in front of me waiting for the fish to show up and the fish will not show up.",dag,fru
Ses05F_script02_2_M011,I thought you wanted to see it.,o,fru
Ses05F_script02_2_F011,"I did, I do want to see it.  I always want to see it, Augie.",o,fru
Ses05F_script02_2_M012,"It's just fish, it's nothing to get traumatize over.",o,fru
Ses05F_script02_2_F012,"For heaven's sake, this is not about fish.",s,fru
Ses05F_script02_2_M013,"Okay, I been trying to work this backwards but I can't seem to pinpoint a moment when we took a turn for the worst here.",s,fru
Ses05F_script02_2_M014,"When you are on the phone with Marge, everything was fine.  Dinner was okay.  Doing the dishes was no problem. Let's see, I took a shower and you were watching the news and you said the grunions are running tonight and I said, great, let's go I am feeling lucky.",s,xxx
Ses05F_script02_2_M015,"Right, so I am putting on my jacket and putting up the animals and pulling the car out of the garage.",s,xxx
Ses05F_script02_2_F013,"Augie, do you remember the first time we came to see it?  It was about four years ago right after we got married and we thought I was pregnant.",s,sad
Ses05F_script02_2_F014,"We had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing, you said the most intimate things right in my ears so I could feel them as much as hear them.",s,sad
Ses05F_script02_2_F015,"And I remember thinking, Finally, finally.  I am as happy as I am supposed to be.",s,hap
Ses05F_script02_2_M016,"Wait a minute, I got it.",c,neu
Ses05F_script02_2_F016,"Dancing barefoot in the sand, drinking champagne from the bottle.",s,sad
Ses05F_script02_2_M017,"It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's get some champagne.  And I said time wasting or something like that.  Right? of course.",q,xxx
Ses05F_script02_2_F017,I rather not remember some things.  I rather not hope for some things.,ans,sad
Ses05F_script02_2_M018,"Okay, all right I got it.  You wanted it to be like the other time, okay no problem. Listen, You want to dance?",q,exc
Ses05F_script02_2_F018,No.,ans,sad
Ses05F_script02_2_M019,You want me to go get some champagne?,q,exc
Ses05F_script02_2_F019,No.,ans,sad
Ses05F_script02_2_M020,Take off our shoes?,q,exc
Ses05F_script02_2_F020,No.,ans,fru
Ses05F_script02_2_M021,"What, you want me to whisper in your ear?",q,xxx
Ses05F_script02_2_F021,No.,ans,xxx
Ses05F_script02_2_M022,You want to get married again?,q,fru
Ses05F_script02_2_F022,No.,ans,xxx
Ses05F_script02_2_M023,What? What You want a divorce?,q,fru
Ses05F_script02_2_F023,No no.,ans,fru
Ses05F_script02_2_M024,"A vacation? A new carpet, a poodle?  A bag of ice cream, a suicide pack, what what Carla?  What the hell do you want?",q,fru
Ses05F_script02_2_FXX0,No.,ans,-
Ses05F_script02_2_F024,I want something to turn out the way it is suppose to turn out.,o,fru
Ses05F_script02_2_M025,What.  Welcome to the human race.,s,ang
Ses05F_script02_2_M026,"You think this is what I had in mind?  You think that when I propose I had this great fantasy going that four years down the road, we will end up on a beach arguing over fish. You think that I knew that there would be times when you will look at me like I am used Kleenex?  Or that I will look at you and think, holy hell what's the next flight to Alaska.",s,xxx
Ses05F_script02_2_M027,"No, no I was just like you, I thought it will be all peaches and roses and- and sand in our toes and wind in our hair and the fish will always come. And the bills will always magically pay themselves and we will have three fat rosy kids and we will be, HAHA baby the joke is on us.",o,fru
Ses05F_script02_2_M028,Because you know what Carla?  You know what you get?  This.,s,xxx
Ses05F_script02_2_F025,This what?  What is this?  This isn't even anything.,s,sad
Ses05F_script02_2_M029,Yes it is.,dag,xxx
Ses05F_script02_2_F026,"Sure, this is standing.  This is waiting.  This is fighting.",o,sad
Ses05F_script02_2_M030,Right.,ag,xxx
Ses05F_script02_2_F027,But this isn't anything like I thought it would be.,o,sad
Ses05F_script02_2_M031,"No, I know me either.",ag,sad
Ses05F_script02_2_F028,"I mean it is just this , I mean it includes a lot and everything and you know it's the sand and it's the full moon and I just-I am sorry but I couldn't help wishing I was somewhere else.",o,sad
Ses05F_script02_2_M032,Maybe if you are with somebody else too?,o,sad
Ses05F_script02_2_F029,I didn't say that.,dag,sad
Ses05F_script02_2_M033,"No, I know, but.  I know I don't make you happy.",ag,sad
Ses05F_script02_2_F030,"For heaven's sake Augie, wherever I am I always wanted to be with you.",o,sad
Ses05F_script02_2_M034,Yeah?,q,xxx
Ses05F_script02_2_F031,"For heaven's sake, don't you know that?",q,xxx
Ses05F_script02_2_F032,"Whatever I am doing, I wanted to be with you.  I mean you are probably the one who wishes you were with somebody else, somebody who didn't take everything so hard and who knows how to enjoy herself.",o,sad
Ses05F_script02_2_M035,"Actually, now that you mention it.  No, I don't.",dag,hap
Ses05F_script02_2_F033,Good.  So maybe we are on the wrong spot but we are with the right person.,o,hap
Ses05F_script02_2_M036,I don't know.  Seems like a pretty good spot to me I mean look at the view of the moon you got from here.,o,hap
Ses05F_script02_2_F034,"Yes, I did notice that.  It does look really beautiful on the water.  The gold white moon.",o,hap
Ses05F_script02_2_M037,"Well, look what we have got here.",s,hap
Ses05F_script02_2_F035,"Augie, you bought refreshments.",s,xxx
Ses05F_script02_2_M038,"Well, it's not champagne.",s,xxx
Ses05F_script02_2_F036,Well than we don't need glasses.,s,xxx
Ses05F_script02_2_M039,Are you still cold?  You still want to go home?,q,xxx
Ses05F_script02_2_F037,"No, I am beginning to think that maybe this is the spot after all.",ans,hap
Ses05F_script02_2_M040,"Shh, If we're very quiet, the fish might come.",o,hap
Ses05F_script02_2_F038,Or not.,o,xxx
Ses05F_script02_2_M041,Or not.,ag,hap
Ses05F_script03_1_M000,Good God.,s,exc
Ses05F_script03_1_F000,You think it's them?,q,xxx
Ses05F_script03_1_M001,I wonder.,ans,exc
Ses05F_script03_1_F001,"Freda is the only one who knows we're up here, and she wouldn't call up.",s,xxx
Ses05F_script03_1_M002,It must be them then.,s,xxx
Ses05F_script03_1_F002,What will be do?,q,xxx
Ses05F_script03_1_M003,"We're all right, darling, aren't we whatever happens?",s,xxx
Ses05F_script03_1_F003,Now and always my sweet.,ag,xxx
Ses05F_script03_1_M004,I don't care then.,s,xxx
Ses05F_script03_1_F004,It was bound to happen sooner or later.,s,xxx
Ses05F_script03_1_M005,Hello?  Hello?  What?  Wrong number.,s,exc
Ses05F_script03_1_F005,"Oh, it sent shivers up my spine.",s,exc
Ses05F_script03_1_M006,"Oh, what shall we do if they suddenly walk in on us?",q,fea
Ses05F_script03_1_F006,Behave exquisitely.,ans,exc
Ses05F_script03_1_M007,With the most perfect poise.,q,exc
Ses05F_script03_1_F007,"Yes, I shall probably do a Court Curtsey.",ans,exc
Ses05F_script03_1_M008,"[LAUGHTER] Oh, the things that ought to matter most dreadfully don't seem to matter at all when one's happy, do they?",q,xxx
Ses05F_script03_1_F008,Um... It's a pity that one can't stay this way forever.,ans,xxx
Ses05F_script03_1_M009,"Darling, don't say that.",c,xxx
Ses05F_script03_1_F009,"Well, it's true.",o,xxx
Ses05F_script03_1_F010,The whole business is really rather ridiculous.,o,neu
Ses05F_script03_1_M010,"Meaning that sacred and beautiful thing, love?",q,xxx
Ses05F_script03_1_F011,Meaning exactly that.,ans,neu
Ses05F_script03_1_M011,"What does it all mean?  That's what I asked myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?",q,exc
Ses05F_script03_1_F012,Don't laugh at me; I'm serious.,c,xxx
Ses05F_script03_1_M012,"You mustn't be serious my dear one, that's just what they want.",o,xxx
Ses05F_script03_1_F013,Who's they?,q,neu
Ses05F_script03_1_M013,"All the futile mortals who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything, all their sacred shibboleths.  Flippancy brings out the acid in their damned sweetness and light.",ans,exc
Ses05F_script03_1_F014,"Well, if I laugh at everything, I must laugh at us, too.",o,xxx
Ses05F_script03_1_M014,Certainly you must.  We're figures of fun alright [LAUGHTER].,ag,exc
Ses05F_script03_1_F015,"Well, what if-what happens when our love-",q,neu
Ses05F_script03_1_F016,"How long will it last, this overbearing love of ours?",q,xxx
Ses05F_script03_1_M015,Who knows?,ans,exc
Ses05F_script03_1_F017,"Well, shall we always want to bicker and fight?",q,xxx
Ses05F_script03_1_M016,"No, that fire will fade along with our passion.",ans,exc
